Filename,Word Count,Image Count,Time per Page,Number of Pages,Estimated Reading Time per Page (Minutes),Resolution Height
./SES_06_MS_Safety_Security_02_Bedrohungsmodellierung_379.pdf,1951,18,"[0.47, 0.13, 0.23, 0.38, 0.2, 0.27, 0.41, 0.43, 0.24, 0.18, 0.22, 0.26, 0.17, 0.28, 0.43, 1.78, 0.47, 0.43, 0.45, 0.18, 0.2, 0.39, 0.38, 0.38, 0.7, 0.72, 0.28, 1.1, 0.18, 0.29, 0.55, 1.04]",32,13.80,595.3200073242188
./SES_06_MS_Safety_Security_03_FunktionaleSicherheit_389.pdf,3827,60,"[1.79, 0.31, 0.22, 0.28, 0.14, 15.08, 0.31, 0.52, 0.42, 0.25, 0.18, 0.58, 0.38, 0.43, 0.51, 0.24, 0.4, 0.48, 0.35, 0.51, 0.28, 0.29, 0.71, 0.56, 0.58, 0.24, 0.31, 0.41, 0.28, 0.29, 0.37, 0.36, 0.28, 0.28, 0.28, 0.67, 0.76, 0.93, 0.56, 0.72, 0.5, 0.41, 0.41, 0.41, 1.04]",45,35.31,595.3200073242188
./SES_06_MS_Safety_Security_04_IT-Sicherheit_399.pdf,797,11,"[0.76, 0.41, 0.41, 0.36, 0.8, 0.45, 0.78, 0.27, 0.88, 0.63, 1.04, 0.06]",12,6.85,595.3200073242188
./SES_06_MS_Safety_Security_04_IT-Sicherheit_RSA_Verschlüsselung_400.pdf,477,7,"[2.45, 0.29, 0.29, 0.64, 0.58]",5,4.24,595.3200073242188
./SES_06_ZF_Safety_Security_01_Grundlagen_371.pdf,35,4,[1.47],1,1.47,595.3200073242188
./SES_06_ZF_Safety_Security_03_FunktionaleSicherheit_393.pdf,140,16,"[1.42, 3.57, 0.9]",3,5.89,595.3200073242188
./SES_06_ZT_Safety_Security_BasicConceptsandTaxonomyofDependableandSecureComputing_374.pdf,17574,26,"[3.45, 3.53, 4.15, 3.54, 2.13, 1.16, 3.72, 3.59, 3.45, 3.87, 3.28, 2.02, 4.01, 3.63, 2.61, 1.4, 3.72, 3.51, 3.88, 4.03, 2.69, 5.41, 6.18]",23,78.96,774.0
./SES_06_ZT_Safety_Security_Paulus Basiswissen Sichere Software - Bedrohungsmodellierung (Buchkapitel)_384.pdf,0,13,"[0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33, 0.33]",13,4.33,595.2000122070312
./SES_06_ZT_Safety_Security_RansomwareVortrag_405.pdf,4484,65,"[2.1, 2.34, 1.78, 0.83, 0.83, 0.84, 0.52, 1.33, 0.46, 0.73, 0.86, 0.83, 0.52, 0.51, 0.26, 0.48, 0.54, 0.85, 1.39, 0.72, 0.39, 0.52, 0.86, 1.21, 0.85, 1.16, 0.65, 3.12, 0.41, 0.54, 1.19, 0.77, 1.27, 0.61, 0.52, 0.58, 0.25, 0.66, 0.56, 0.77, 0.5, 0.95, 0.82, 0.87, 0.88]",45,39.60,540.0
./SES_06_ZT_Safety_Security_SecureDesignPatterns_394.pdf,33539,46,"[0.84, 1.43, 1.0, 0.83, 0.65, 0.06, 0.14, 0.83, 1.63, 1.92, 1.35, 1.78, 0.24, 1.59, 1.57, 1.07, 1.29, 1.3, 1.6, 1.55, 1.0, 0.71, 0.88, 0.85, 1.67, 1.11, 1.69, 1.29, 1.21, 0.81, 0.6, 0.81, 0.22, 1.73, 1.59, 1.83, 1.88, 1.35, 1.69, 1.82, 1.21, 1.64, 1.06, 0.89, 1.06, 1.44, 2.06, 1.2, 1.71, 1.48, 0.69, 0.71, 0.81, 1.11, 0.64, 1.24, 0.76, 1.93, 1.78, 1.46, 1.3, 0.81, 1.08, 1.36, 1.35, 1.13, 1.74, 1.32, 0.9, 0.62, 1.0, 0.76, 0.74, 0.84, 0.78, 0.88, 1.28, 1.39, 1.82, 1.75, 0.92, 0.55, 1.15, 1.9, 1.15, 0.71, 0.91, 0.66, 1.2, 1.37, 1.2, 1.54, 0.85, 0.65, 1.35, 0.84, 0.78, 1.68, 1.49, 0.53, 0.58, 1.2, 1.38, 1.44, 10.7, 2.39, 1.95, 1.1, 0.78, 1.28, 1.75, 1.62, 0.99, 1.24, 0.95, 1.05, 0.54, 1.99]",118,149.49,792.0
./SES_07_MS_Softwaretest_01_Motivation_412.pdf,122,3,"[1.04, 0.18, 0.27]",3,1.49,540.0
./SES_07_MS_Softwaretest_02_Grundbegriffe_413.pdf,146,3,"[1.04, 0.18, 0.16, 0.2]",4,1.58,540.0
./SES_07_MS_Softwaretest_03_Statische_Tests_426.pdf,194,3,"[1.04, 0.4, 0.17, 0.16]",4,1.78,540.0
./SES_07_MS_Softwaretest_04_Dynamische_Tests_437.pdf,243,3,"[1.04, 0.17, 0.31, 0.44]",4,1.97,540.0
./SES_07_MS_Softwaretest_05_Aequivalenzklassenanalyse_448.pdf,528,5,"[1.04, 0.35, 0.57, 0.29, 0.26, 0.28, 0.51, 0.26, 0.22]",9,3.78,540.0
./SES_07_MS_Softwaretest_06_Grenzwertanalyse_459.pdf,455,7,"[1.04, 0.31, 0.41, 0.98, 0.48, 0.48, 0.45]",7,4.15,540.0
./SES_07_MS_Softwaretest_07_SafeSecure-Coding_481.pdf,4734,112,"[2.43, 0.49, 0.82, 0.62, 8.89, 0.58, 2.49, 0.5, 0.84, 14.89, 0.86, 0.73, 1.32, 0.61, 4.84, 0.41, 0.48, 0.4, 0.29, 0.91, 1.49, 0.49, 0.15, 0.35, 0.62, 0.5, 0.48, 0.6, 0.91, 0.35, 0.26, 0.95, 0.64, 0.7, 0.38, 0.37, 0.5, 0.22, 0.36, 1.27, 0.36, 0.9]",42,56.27,595.3200073242188
./SES_07_MS_Softwaretest_07_White_Box_Tests_470.pdf,504,4,"[1.05, 0.36, 0.19, 0.52, 0.34, 0.19, 0.28, 0.24, 0.18]",9,3.35,540.0
./SES_07_ZF_Softwaretest_Zusammenfassung_419.pdf,202,0,"[0.14, 0.2, 0.1, 0.24, 0.12]",5,0.81,540.0
./SES_07_ZT_Softwaretest_Grundlagen_395.pdf,11772,0,"[0.98, 1.85, 1.86, 1.93, 1.43, 1.03, 1.34, 1.12, 1.2, 1.4, 1.5, 1.45, 1.7, 1.54, 1.62, 1.42, 1.28, 1.42, 1.7, 1.56, 1.69, 1.26, 2.4, 1.65, 1.72, 1.42, 1.59, 2.12, 2.09, 1.82]",30,47.09,792.0
./SES_07_ZT_Softwaretest_Halstaed-Metrik-2023-06-26_496.pdf,349,9,"[2.09, 0.95, 0.37, 0.98]",4,4.40,540.0
./SES_07_ZT_Softwaretest_McCabe_Metrik-2022-06-14_494.pdf,474,10,"[2.09, 1.04, 0.99, 1.11]",4,5.23,540.0
./SES_07_ZT_Softwaretest_Software-Metriken-Modularity-2023-06-26_492.pdf,1032,8,"[2.1, 0.52, 0.26, 0.33, 0.28, 1.06, 0.34, 0.52, 0.86, 0.55]",10,6.79,540.0
./SES_99_ZF_ITSecurity_404.pdf,301,0,"[0.23, 0.16, 0.26, 0.24, 0.19, 0.13]",6,1.20,540.0
./SU_Äquivalenzklassen_453.pdf,47,0,"[0.0, 0.18]",2,0.19,540.0
./SU_C-Coverage_475.pdf,3,1,"[0.01, 0.34]",2,0.35,540.0
./SU_Coding Guidelines_486.pdf,4,1,"[0.01, 0.34]",2,0.35,540.0
./SU_Dynamische Tests_442.pdf,70,0,"[0.01, 0.27]",2,0.28,540.0
./SU_Grenzwertanalyse_464.pdf,61,0,"[0.0, 0.24]",2,0.24,540.0
./SU_Grundlagen_418.pdf,74,0,"[0.0, 0.29]",2,0.30,540.0
./SU_SW-Metriken_501.pdf,73,0,"[0.01, 0.28]",2,0.29,540.0
./SU_Statische Tests_431.pdf,46,0,"[0.01, 0.18]",2,0.18,540.0
./Statischer_TZ_Test_432.pdf,6683,0,"[1.14, 1.36, 1.33, 1.25, 1.29, 1.2, 1.27, 1.41, 1.26, 1.46, 1.36, 1.23, 1.12, 1.4, 0.91, 1.29, 1.22, 1.39, 1.1, 0.98, 1.2, 0.56]",22,26.73,673.5999755859375
./TZ_Gamma_316.pdf,1192,2,"[0.44, 0.51, 0.63, 0.47, 0.52, 0.53, 0.62, 0.33, 0.8, 0.4, 0.18]",11,5.43,792.0
./TZ_Gamma_326.pdf,2485,2,"[0.44, 0.83, 0.62, 0.56, 0.5, 0.74, 0.26, 0.68, 0.61, 0.65, 0.57, 0.58, 0.48, 0.4, 0.29, 0.28, 0.48, 0.82, 0.8]",19,10.61,792.0
./White_Box_CoverageTZ_476.pdf,5145,0,"[1.48, 0.86, 0.73, 1.26, 1.22, 1.3, 1.3, 1.49, 1.48, 1.06, 1.22, 1.17, 0.51, 1.38, 1.4, 1.4, 1.32]",17,20.58,673.5999755859375
./ilovepdf_TZ_merged_283.pdf,8262,14,"[1.12, 1.43, 0.73, 0.58, 0.97, 1.32, 1.05, 1.06, 1.0, 0.49, 0.74, 0.45, 0.52, 1.2, 1.26, 0.23, 0.69, 1.11, 0.77, 0.65, 0.59, 0.56, 0.8, 0.99, 0.46, 0.38, 0.44, 0.48, 0.4, 0.46, 0.48, 0.81, 1.09, 0.66, 1.0, 0.89, 0.61, 0.85, 0.45, 0.3, 0.79, 0.46, 0.16, 0.45, 0.78, 0.84, 0.53, 0.28, 0.22, 0.25, 0.34, 0.2, 0.54, 0.48, 0.78, 0.54]",56,37.71,792.0
